date,feature_index,CO
2026-04-01T00:00:00.000Z,0,0.029444869883282453
2026-04-03T00:00:00.000Z,0,0.02955768928110886
2026-04-07T00:00:00.000Z,0,0.03361880851491374
2026-03-08T00:00:00.000Z,0,0.029317679457366467
2026-03-09T00:00:00.000Z,0,0.03581053408656697
2026-03-12T00:00:00.000Z,0,0.029408429719267354
2026-03-10T00:00:00.000Z,0,0.035264420460482115
2026-03-13T00:00:00.000Z,0,0.035449600620755084
2026-03-15T00:00:00.000Z,0,0.02974795845682632
2026-03-11T00:00:00.000Z,0,0.02959743903690501
2026-03-14T00:00:00.000Z,0,0.03352221829647368
2026-04-17T00:00:00.000Z,0,0.02845518214644881
2026-08-10T00:00:00.000Z,0,0.0341913340374898
2026-08-07T00:00:00.000Z,0,0.033204049450056304
2026-08-09T00:00:00.000Z,0,0.03291423307158626
2026-08-08T00:00:00.000Z,0,0.03224606330142073
2026-08-13T00:00:00.000Z,0,0.03391649706698045
2026-08-12T00:00:00.000Z,0,0.0330321203741267
2026-08-11T00:00:00.000Z,0,0.03361748320566229
2026-08-14T00:00:00.000Z,0,0.03541533925976509
2025-09-08T00:00:00.000Z,0,0.03267297856509686
2025-09-10T00:00:00.000Z,0,0.02962107094625632
2025-09-12T00:00:00.000Z,0,0.03214525384461786
2025-09-11T00:00:00.000Z,0,0.030788034811371663
2025-09-06T00:00:00.000Z,0,0.033165335858821386
2025-09-07T00:00:00.000Z,0,0.03418933257460594
2025-09-09T00:00:00.000Z,0,
2025-09-05T00:00:00.000Z,0,0.03549294745268887
2025-09-25T00:00:00.000Z,0,0.030190445227725876
2025-09-27T00:00:00.000Z,0,0.03131716102898981
2025-09-23T00:00:00.000Z,0,0.030174895124116415
2025-09-24T00:00:00.000Z,0,0.0290784328861768
2025-09-21T00:00:00.000Z,0,0.02998123491021592
2025-09-22T00:00:00.000Z,0,0.029952630555878084
2025-09-28T00:00:00.000Z,0,0.033347867231890066
2025-09-26T00:00:00.000Z,0,0.031266949162474404
2026-01-01T00:00:00.000Z,0,0.03146114964236287
2025-12-29T00:00:00.000Z,0,0.041809031901332
2026-01-02T00:00:00.000Z,0,0.035764188537102067
2025-12-28T00:00:00.000Z,0,0.03665209612717815
2025-12-30T00:00:00.000Z,0,0.03804116940498352
2025-12-31T00:00:00.000Z,0,0.030306376201116432
2025-12-26T00:00:00.000Z,0,0.034687045247179187
2025-12-27T00:00:00.000Z,0,0.03498313208571174
2026-01-23T00:00:00.000Z,0,0.038507657758529906
2026-01-25T00:00:00.000Z,0,0.03299723729265459
2026-01-19T00:00:00.000Z,0,0.029085213997105296
2026-01-21T00:00:00.000Z,0,0.03648008901673632
2026-01-22T00:00:00.000Z,0,0.029164149600546807
2026-01-26T00:00:00.000Z,0,0.03448825028653328
2026-01-20T00:00:00.000Z,0,0.031301654065432755
2026-01-24T00:00:00.000Z,0,
2025-12-15T00:00:00.000Z,0,0.038102924823760986
2025-12-10T00:00:00.000Z,0,0.03153664371705948
2025-12-16T00:00:00.000Z,0,0.03728607319986697
2025-12-17T00:00:00.000Z,0,0.03992371874429831
2025-12-12T00:00:00.000Z,0,0.03350469967117533
2025-12-13T00:00:00.000Z,0,0.03125881996888473
2025-12-11T00:00:00.000Z,0,0.03067286650876741
2025-12-14T00:00:00.000Z,0,0.03920958074563332
2026-07-09T00:00:00.000Z,0,0.03094679660113283
2026-07-10T00:00:00.000Z,0,0.030760955540653393
2026-07-07T00:00:00.000Z,0,0.0301193134528735
2026-07-08T00:00:00.000Z,0,0.03131457724370937
2026-07-11T00:00:00.000Z,0,0.030192403736092697
2026-07-13T00:00:00.000Z,0,0.03164413188938546
2026-07-06T00:00:00.000Z,0,0.030859015094288646
2026-07-12T00:00:00.000Z,0,0.02978809592040146
2026-07-31T00:00:00.000Z,0,0.032225886240918586
2026-08-01T00:00:00.000Z,0,0.03894735872745514
2026-08-06T00:00:00.000Z,0,0.032409109082995075
2026-07-30T00:00:00.000Z,0,0.030118032139452064
2026-08-04T00:00:00.000Z,0,0.033172268071211874
2026-08-05T00:00:00.000Z,0,0.03407263534365
2026-08-02T00:00:00.000Z,0,
2026-08-03T00:00:00.000Z,0,0.03456447531859721
2025-09-30T00:00:00.000Z,0,0.03369150688605649
2025-10-01T00:00:00.000Z,0,0.03479790251147895
2025-10-02T00:00:00.000Z,0,0.03234073970375991
2025-10-06T00:00:00.000Z,0,0.02920968862823569
2025-10-04T00:00:00.000Z,0,0.032358719304633826
2025-10-03T00:00:00.000Z,0,0.02930016988622291
2025-10-05T00:00:00.000Z,0,0.03250835914795677
2025-09-29T00:00:00.000Z,0,
2026-02-14T00:00:00.000Z,0,0.03616518913681463
2026-02-13T00:00:00.000Z,0,0.034629486612088624
